customerID,Churn,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges
1264-BYWMS,Cancelou,Male,0,No,No,55,Yes,Yes,Fibra Óptica,No,No,No,Sem Suporte Técnico,Yes,Yes,Mensal,Yes,Electronic check,96.8,5283.95
1264-FUHCX,Não Cancelou,Female,0,Yes,No,49,No,No phone service,DSL,No,Yes,No,Com Suporte Técnico,Yes,Yes,1 Ano,Yes,Credit card (automatic),56.3,2780.6
1265-BCFEO,Não Cancelou,Female,0,Yes,No,71,Yes,Yes,DSL,No,No,Yes,Com Suporte Técnico,Yes,Yes,2 Anos,Yes,Bank transfer (automatic),80.45,5662.25
1265-HVPZB,Não Cancelou,Male,0,Yes,No,59,Yes,No,DSL,Yes,Yes,Yes,Sem Suporte Técnico,Yes,No,1 Ano,No,Credit card (automatic),66.4,3958.2
1265-XTECC,Cancelou,Female,1,Yes,No,68,Yes,Yes,Fibra Óptica,Yes,Yes,No,Sem Suporte Técnico,No,Yes,1 Ano,Yes,Credit card (automatic),96.55,6581.9
1265-ZFOSD,Não Cancelou,Female,0,Yes,No,64,Yes,Yes,DSL,Yes,Yes,Yes,Com Suporte Técnico,No,Yes,2 Anos,Yes,Mailed check,81.3,5129.3
1266-NZYUI,Não Cancelou,Female,0,Yes,Yes,72,Yes,Yes,DSL,Yes,No,Yes,Com Suporte Técnico,No,No,2 Anos,No,Bank transfer (automatic),66.85,4758.8
1268-ASBGA,Cancelou,Female,1,Yes,No,16,Yes,Yes,Fibra Óptica,No,No,No,Sem Suporte Técnico,No,Yes,Mensal,Yes,Credit card (automatic),85.35,1375.15
1269-FOYWN,Não Cancelou,Male,0,Yes,Yes,44,Yes,No,Não Possui,No internet service,No internet service,No internet service,Sem Internet,No internet service,No internet service,1 Ano,No,Bank transfer (automatic),20.0,860.85
1270-XKUCC,Não Cancelou,Female,0,Yes,Yes,30,Yes,No,Não Possui,No internet service,No internet service,No internet service,Sem Internet,No internet service,No internet service,2 Anos,No,Mailed check,19.7,599.25
1271-SJBGZ,Cancelou,Male,1,No,No,12,No,No phone service,DSL,No,No,Yes,Com Suporte Técnico,No,Yes,Mensal,Yes,Electronic check,43.65,526.95
1271-UODNO,Não Cancelou,Male,0,No,No,39,Yes,Yes,DSL,No,No,No,Com Suporte Técnico,No,No,2 Anos,Yes,Credit card (automatic),53.85,2200.7
1272-ILHFG,Não Cancelou,Male,0,Yes,Yes,15,Yes,No,Não Possui,No internet service,No internet service,No internet service,Sem Internet,No internet service,No internet service,1 Ano,No,Mailed check,19.65,332.65
1273-MTETI,Cancelou,Female,1,No,No,4,Yes,Yes,Fibra Óptica,No,No,Yes,Sem Suporte Técnico,No,Yes,Mensal,Yes,Electronic check,88.85,372.45
1282-IHQAC,Não Cancelou,Male,1,No,No,70,No,No phone service,DSL,No,Yes,Yes,Sem Suporte Técnico,Yes,No,1 Ano,Yes,Credit card (automatic),44.05,3011.65
1285-OKIPP,Cancelou,Male,0,No,No,1,Yes,No,Fibra Óptica,No,No,No,Sem Suporte Técnico,No,Yes,Mensal,No,Electronic check,79.9,79.9
1291-CUOCY,Não Cancelou,Male,0,Yes,No,72,Yes,Yes,Fibra Óptica,No,Yes,Yes,Com Suporte Técnico,Yes,Yes,2 Anos,Yes,Credit card (automatic),110.6,7962.2
1293-BSEUN,Não Cancelou,Female,0,Yes,Yes,72,Yes,No,Não Possui,No internet service,No internet service,No internet service,Sem Internet,No internet service,No internet service,2 Anos,Yes,Mailed check,20.7,1482.3
1293-HHSHJ,Não Cancelou,Female,0,No,No,35,Yes,No,Não Possui,No internet service,No internet service,No internet service,Sem Internet,No internet service,No internet service,1 Ano,No,Mailed check,21.1,741.0
1297-VQDRP,Não Cancelou,Male,1,Yes,Yes,68,Yes,Yes,Fibra Óptica,No,No,Yes,Com Suporte Técnico,Yes,Yes,1 Ano,Yes,Credit card (automatic),107.15,7379.8
1298-PHBTI,Não Cancelou,Male,0,Yes,Yes,71,Yes,Yes,Fibra Óptica,No,Yes,No,Com Suporte Técnico,No,No,2 Anos,Yes,Electronic check,84.8,6152.4
1299-AURJA,Não Cancelou,Female,0,Yes,Yes,70,Yes,Yes,Não Possui,No internet service,No internet service,No internet service,Sem Internet,No internet service,No internet service,2 Anos,No,Bank transfer (automatic),24.7,1685.9
1301-LOPVR,Não Cancelou,Male,0,Yes,Yes,29,No,No phone service,DSL,Yes,Yes,Yes,Com Suporte Técnico,No,Yes,1 Ano,Yes,Credit card (automatic),55.35,1636.95
1302-TPUBN,Não Cancelou,Male,0,No,No,66,Yes,No,Não Possui,No internet service,No internet service,No internet service,Sem Internet,No internet service,No internet service,2 Anos,No,Bank transfer (automatic),19.35,1240.8
1302-UHBDD,Não Cancelou,Male,1,No,No,20,Yes,No,Fibra Óptica,No,No,No,Sem Suporte Técnico,Yes,Yes,Mensal,No,Electronic check,89.95,1648.45
1303-SRDOK,Não Cancelou,Female,0,Yes,Yes,55,Yes,No,Fibra Óptica,No,No,No,Sem Suporte Técnico,No,No,2 Anos,Yes,Credit card (automatic),69.05,3842.6
1304-BCCFO,Não Cancelou,Male,0,Yes,No,9,Yes,No,DSL,No,No,Yes,Sem Suporte Técnico,Yes,Yes,Mensal,Yes,Mailed check,70.05,564.4
1304-NECVQ,Cancelou,Female,1,No,No,2,Yes,Yes,Fibra Óptica,No,No,Yes,Sem Suporte Técnico,No,No,Mensal,Yes,Electronic check,78.55,149.55
1304-SEGFY,Não Cancelou,Female,0,Yes,No,72,Yes,Yes,Fibra Óptica,No,No,Yes,Sem Suporte Técnico,Yes,Yes,2 Anos,Yes,Electronic check,97.85,6841.3
1306-RPWXZ,Não Cancelou,Female,0,No,Yes,49,Yes,No,Não Possui,No internet service,No internet service,No internet service,Sem Internet,No internet service,No internet service,2 Anos,No,Credit card (automatic),20.45,1024.65
1307-ATKGB,Não Cancelou,Male,0,No,No,24,Yes,No,Fibra Óptica,No,Yes,Yes,Sem Suporte Técnico,No,Yes,Mensal,Yes,Electronic check,89.55,2187.15
1307-TVUFB,Não Cancelou,Male,1,No,No,42,Yes,Yes,Fibra Óptica,No,Yes,No,Sem Suporte Técnico,No,No,Mensal,Yes,Bank transfer (automatic),79.35,3344.1
1309-BXVOQ,Cancelou,Male,0,Yes,No,21,Yes,Yes,Fibra Óptica,No,No,Yes,Com Suporte Técnico,Yes,Yes,Mensal,Yes,Electronic check,106.1,2249.95
1309-XGFSN,Não Cancelou,Male,1,Yes,Yes,52,Yes,Yes,DSL,No,Yes,Yes,Sem Suporte Técnico,Yes,Yes,1 Ano,Yes,Electronic check,80.85,4079.55
1310-QRITU,Não Cancelou,Female,0,No,No,18,Yes,Yes,DSL,No,No,No,Sem Suporte Técnico,No,No,Mensal,Yes,Electronic check,50.3,913.3
1319-YLZJG,Não Cancelou,Male,0,Yes,No,12,Yes,No,Fibra Óptica,Yes,Yes,Yes,Sem Suporte Técnico,No,No,Mensal,Yes,Electronic check,84.6,959.9
1320-GVNHT,Não Cancelou,Male,0,Yes,Yes,72,Yes,Yes,Fibra Óptica,Yes,Yes,Yes,Sem Suporte Técnico,Yes,Yes,2 Anos,Yes,Credit card (automatic),108.4,7767.25
1320-HTRDR,Cancelou,Female,0,No,No,3,Yes,Yes,Fibra Óptica,No,No,No,Sem Suporte Técnico,No,No,Mensal,Yes,Electronic check,75.5,220.6
1320-REHCS,Não Cancelou,Male,1,No,No,52,Yes,Yes,Fibra Óptica,No,Yes,Yes,Com Suporte Técnico,Yes,Yes,Mensal,Yes,Electronic check,110.75,5832.0
1322-AGOQM,Cancelou,Male,0,No,No,46,No,No phone service,DSL,No,Yes,No,Sem Suporte Técnico,No,No,Mensal,No,Bank transfer (automatic),30.3,1380.1
1323-OOEPC,Cancelou,Female,0,Yes,No,53,Yes,Yes,Fibra Óptica,No,Yes,No,Sem Suporte Técnico,Yes,Yes,Mensal,Yes,Credit card (automatic),98.4,5149.5
1324-NLTJE,Cancelou,Female,1,No,No,15,Yes,Yes,DSL,No,No,No,Com Suporte Técnico,No,No,Mensal,No,Credit card (automatic),55.0,757.1
1325-USMEC,Não Cancelou,Male,0,Yes,No,70,Yes,Yes,Fibra Óptica,Yes,Yes,Yes,Sem Suporte Técnico,Yes,No,2 Anos,Yes,Credit card (automatic),99.35,6944.5
1328-EUZHC,Não Cancelou,Female,0,Yes,No,18,Yes,No,Não Possui,No internet service,No internet service,No internet service,Sem Internet,No internet service,No internet service,2 Anos,No,Mailed check,20.1,370.5
1329-VHWNP,Não Cancelou,Female,0,No,No,7,No,No phone service,DSL,No,No,No,Sem Suporte Técnico,No,No,Mensal,No,Bank transfer (automatic),25.05,189.95
1333-PBMXB,Não Cancelou,Female,0,Yes,Yes,54,Yes,Yes,Não Possui,No internet service,No internet service,No internet service,Sem Internet,No internet service,No internet service,1 Ano,Yes,Bank transfer (automatic),24.75,1342.15
1334-FJSVR,Cancelou,Male,0,No,No,1,No,No phone service,DSL,No,No,No,Sem Suporte Técnico,No,No,Mensal,Yes,Electronic check,24.25,24.25
1334-PDUKM,Não Cancelou,Female,0,Yes,No,68,Yes,Yes,Fibra Óptica,No,Yes,Yes,Sem Suporte Técnico,No,No,1 Ano,No,Credit card (automatic),86.45,5762.95
1335-HQMKX,Não Cancelou,Female,0,Yes,No,72,Yes,Yes,Fibra Óptica,No,Yes,Yes,Sem Suporte Técnico,Yes,Yes,1 Ano,Yes,Electronic check,101.35,7323.15
1335-MXCSE,Não Cancelou,Male,0,Yes,Yes,55,Yes,No,DSL,No,No,Yes,Com Suporte Técnico,No,No,2 Anos,Yes,Credit card (automatic),55.25,3119.9
1335-NTIUC,Não Cancelou,Male,0,No,No,9,No,No phone service,DSL,No,No,No,Sem Suporte Técnico,No,No,Mensal,Yes,Electronic check,24.95,190.25
1336-EZFZY,Não Cancelou,Female,0,No,No,4,Yes,No,Não Possui,No internet service,No internet service,No internet service,Sem Internet,No internet service,No internet service,Mensal,No,Mailed check,20.05,83.3
1337-BOZWO,Não Cancelou,Male,0,Yes,Yes,18,No,No phone service,DSL,No,Yes,Yes,Sem Suporte Técnico,Yes,No,1 Ano,No,Credit card (automatic),46.4,812.4
1338-CECEE,Não Cancelou,Male,0,Yes,Yes,41,Yes,Yes,DSL,No,Yes,Yes,Sem Suporte Técnico,Yes,No,1 Ano,No,Bank transfer (automatic),68.5,2839.95
1342-JPNKI,Cancelou,Male,0,No,No,10,Yes,Yes,Fibra Óptica,No,No,No,Sem Suporte Técnico,Yes,No,Mensal,Yes,Bank transfer (automatic),86.05,834.1
1343-EHPYB,Cancelou,Male,0,Yes,No,63,Yes,Yes,Fibra Óptica,No,Yes,Yes,Sem Suporte Técnico,Yes,Yes,Mensal,Yes,Electronic check,103.4,6603.0
1345-GKDZZ,Não Cancelou,Male,0,No,Yes,6,Yes,No,Não Possui,No internet service,No internet service,No internet service,Sem Internet,No internet service,No internet service,Mensal,No,Mailed check,19.55,128.6
1345-ZUKID,Não Cancelou,Male,0,No,No,14,Yes,No,Não Possui,No internet service,No internet service,No internet service,Sem Internet,No internet service,No internet service,1 Ano,No,Mailed check,19.35,324.8
1346-PJWTK,Não Cancelou,Male,0,Yes,No,61,Yes,No,Fibra Óptica,No,Yes,Yes,Com Suporte Técnico,No,Yes,Mensal,No,Credit card (automatic),94.15,5731.85
1346-UFHAX,Não Cancelou,Female,0,No,No,13,Yes,Yes,Fibra Óptica,Yes,No,No,Sem Suporte Técnico,No,No,Mensal,Yes,Credit card (automatic),80.0,1029.35
1347-KTTTA,Não Cancelou,Male,0,Yes,No,64,Yes,No,Fibra Óptica,No,Yes,Yes,Com Suporte Técnico,Yes,Yes,1 Ano,Yes,Credit card (automatic),102.45,6654.1
1349-WXNGG,Cancelou,Male,0,No,No,1,Yes,No,Não Possui,No internet service,No internet service,No internet service,Sem Internet,No internet service,No internet service,Mensal,No,Bank transfer (automatic),20.05,20.05
1352-HNSAW,Não Cancelou,Female,0,Yes,Yes,72,Yes,Yes,Fibra Óptica,Yes,Yes,Yes,Com Suporte Técnico,Yes,Yes,2 Anos,Yes,Bank transfer (automatic),115.6,8220.4
1352-VHKAJ,Não Cancelou,Male,0,Yes,Yes,27,Yes,Yes,DSL,No,No,No,Com Suporte Técnico,Yes,Yes,Mensal,No,Bank transfer (automatic),71.6,1957.1
1353-GHZOS,Não Cancelou,Male,0,Yes,No,22,Yes,No,DSL,Yes,No,No,Sem Suporte Técnico,Yes,No,1 Ano,Yes,Bank transfer (automatic),59.75,1374.35
1353-LJWEM,Não Cancelou,Male,0,No,No,11,Yes,No,DSL,No,Yes,Yes,Com Suporte Técnico,No,No,Mensal,Yes,Electronic check,60.9,688.5
1354-YZFNB,Não Cancelou,Male,0,Yes,Yes,4,Yes,No,Não Possui,No internet service,No internet service,No internet service,Sem Internet,No internet service,No internet service,2 Anos,No,Credit card (automatic),19.55,68.8
1355-KUSBG,Não Cancelou,Female,0,Yes,Yes,7,Yes,Yes,DSL,No,No,No,Sem Suporte Técnico,No,No,Mensal,No,Electronic check,48.8,349.8
1356-MKYSK,Não Cancelou,Male,0,No,No,6,Yes,No,DSL,Yes,No,Yes,Com Suporte Técnico,Yes,Yes,Mensal,No,Credit card (automatic),78.65,483.3
1357-BIJKI,Não Cancelou,Male,0,Yes,No,50,Yes,Yes,Fibra Óptica,No,Yes,No,Sem Suporte Técnico,Yes,Yes,1 Ano,Yes,Electronic check,98.25,4858.7
1357-MVDOZ,Não Cancelou,Male,0,Yes,Yes,11,Yes,No,DSL,No,No,Yes,Sem Suporte Técnico,Yes,No,Mensal,Yes,Bank transfer (automatic),59.65,683.25
1360-JYXKQ,Não Cancelou,Female,1,Yes,No,54,Yes,No,Fibra Óptica,No,No,Yes,Com Suporte Técnico,Yes,Yes,1 Ano,Yes,Electronic check,99.1,5437.1
1360-RCYRT,Não Cancelou,Male,0,Yes,Yes,23,No,No phone service,DSL,No,No,No,Com Suporte Técnico,No,No,Mensal,Yes,Bank transfer (automatic),30.35,678.75
1360-XFJMR,Não Cancelou,Female,0,Yes,No,67,Yes,Yes,Fibra Óptica,No,Yes,Yes,Com Suporte Técnico,Yes,Yes,1 Ano,Yes,Credit card (automatic),109.7,7344.45
1363-TXLSL,Cancelou,Male,1,Yes,No,1,Yes,No,Fibra Óptica,No,No,No,Sem Suporte Técnico,No,No,Mensal,Yes,Electronic check,70.3,70.3
1370-GGAWX,Não Cancelou,Female,0,No,No,46,Yes,Yes,Fibra Óptica,No,Yes,Yes,Sem Suporte Técnico,No,Yes,1 Ano,Yes,Electronic check,94.15,4408.45
1371-DWPAZ,Não Cancelou,Female,0,Yes,Yes,0,No,No phone service,DSL,Yes,Yes,Yes,Com Suporte Técnico,Yes,No,2 Anos,No,Credit card (automatic),56.05,0.0
1371-OJCEK,Não Cancelou,Female,0,No,No,48,Yes,Yes,Não Possui,No internet service,No internet service,No internet service,Sem Internet,No internet service,No internet service,1 Ano,No,Bank transfer (automatic),24.35,1133.7
1371-WEPDS,Não Cancelou,Male,1,Yes,No,40,Yes,No,DSL,No,No,No,Sem Suporte Técnico,No,Yes,1 Ano,No,Electronic check,55.8,2283.3
1373-ORVIZ,Cancelou,Female,0,Yes,Yes,11,Yes,Yes,DSL,No,No,No,Com Suporte Técnico,No,Yes,Mensal,Yes,Electronic check,66.35,740.8
1374-DMZUI,Cancelou,Female,1,No,No,4,Yes,Yes,Fibra Óptica,No,No,No,Sem Suporte Técnico,Yes,Yes,Mensal,Yes,Electronic check,94.3,424.45
1376-HHBDV,Não Cancelou,Female,0,No,No,30,Yes,No,DSL,Yes,No,No,Sem Suporte Técnico,No,No,Mensal,Yes,Mailed check,48.8,1536.75
1379-FRVEB,Não Cancelou,Male,0,No,Yes,15,Yes,Yes,Fibra Óptica,No,Yes,No,Sem Suporte Técnico,Yes,No,Mensal,Yes,Electronic check,91.0,1430.05
1383-EZRWL,Cancelou,Female,0,No,No,7,Yes,No,Não Possui,No internet service,No internet service,No internet service,Sem Internet,No internet service,No internet service,Mensal,No,Mailed check,20.05,164.85
1384-RCUXW,Não Cancelou,Male,0,No,No,16,Yes,Yes,Fibra Óptica,No,Yes,No,Sem Suporte Técnico,No,No,Mensal,Yes,Mailed check,80.55,1248.9
1385-TQOZW,Não Cancelou,Female,0,No,No,9,Yes,No,Não Possui,No internet service,No internet service,No internet service,Sem Internet,No internet service,No internet service,Mensal,Yes,Credit card (automatic),20.45,147.55
1386-ZIKUV,Não Cancelou,Male,0,No,No,7,Yes,No,Não Possui,No internet service,No internet service,No internet service,Sem Internet,No internet service,No internet service,Mensal,Yes,Mailed check,18.95,130.55
1389-CXMLU,Cancelou,Male,1,No,No,3,Yes,Yes,Fibra Óptica,No,No,Yes,Sem Suporte Técnico,Yes,No,Mensal,No,Electronic check,91.05,289.1
1389-WNUIB,Não Cancelou,Female,0,Yes,Yes,20,Yes,Yes,DSL,Yes,No,No,Sem Suporte Técnico,Yes,Yes,1 Ano,No,Bank transfer (automatic),76.0,1588.75
1391-UBDAR,Não Cancelou,Male,0,No,No,11,Yes,No,Fibra Óptica,No,No,Yes,Sem Suporte Técnico,No,No,Mensal,No,Electronic check,72.9,818.45
1393-IMKZG,Não Cancelou,Female,0,No,No,1,Yes,No,Fibra Óptica,No,No,No,Com Suporte Técnico,Yes,Yes,Mensal,Yes,Electronic check,95.85,95.85
1394-SUIUH,Não Cancelou,Female,1,Yes,No,44,Yes,No,Fibra Óptica,Yes,Yes,No,Com Suporte Técnico,No,No,Mensal,Yes,Electronic check,85.15,3670.5
1395-OFUWC,Não Cancelou,Male,0,Yes,Yes,43,No,No phone service,DSL,No,Yes,No,Sem Suporte Técnico,No,No,Mensal,No,Credit card (automatic),29.3,1224.05
1395-WSWXR,Não Cancelou,Male,0,No,No,24,Yes,No,Não Possui,No internet service,No internet service,No internet service,Sem Internet,No internet service,No internet service,2 Anos,No,Mailed check,20.75,487.05
1396-QWFBJ,Cancelou,Female,0,Yes,Yes,21,Yes,No,Fibra Óptica,No,Yes,No,Sem Suporte Técnico,No,No,Mensal,Yes,Bank transfer (automatic),74.05,1565.7
1397-XKKWR,Não Cancelou,Male,0,No,No,7,No,No phone service,DSL,Yes,No,Yes,Sem Suporte Técnico,No,No,1 Ano,No,Mailed check,35.3,264.8
1399-OUPJN,Não Cancelou,Female,0,Yes,Yes,57,Yes,No,Não Possui,No internet service,No internet service,No internet service,Sem Internet,No internet service,No internet service,2 Anos,No,Bank transfer (automatic),19.75,1272.05
1399-UBQIU,Não Cancelou,Male,0,No,No,11,Yes,No,DSL,No,No,Yes,Sem Suporte Técnico,Yes,Yes,Mensal,Yes,Electronic check,69.35,712.25
1400-MMYXY,Cancelou,Male,1,Yes,No,3,Yes,Yes,Fibra Óptica,No,Yes,Yes,Sem Suporte Técnico,Yes,Yes,Mensal,Yes,Electronic check,105.9,334.65
1400-WIVLL,Não Cancelou,Male,0,Yes,No,57,Yes,Yes,Fibra Óptica,No,No,Yes,Com Suporte Técnico,Yes,Yes,2 Anos,No,Electronic check,107.95,5969.85
1401-FTHFQ,Não Cancelou,Male,0,Yes,Yes,23,Yes,No,Não Possui,No internet service,No internet service,No internet service,Sem Internet,No internet service,No internet service,1 Ano,Yes,Credit card (automatic),20.0,445.3
1402-PTHGN,Não Cancelou,Female,0,Yes,Yes,18,Yes,No,DSL,Yes,Yes,No,Com Suporte Técnico,No,No,1 Ano,Yes,Mailed check,61.5,1087.45
1403-GYAFU,Não Cancelou,Male,0,Yes,Yes,70,Yes,No,Não Possui,No internet service,No internet service,No internet service,Sem Internet,No internet service,No internet service,2 Anos,No,Credit card (automatic),20.05,1360.25
1403-LKLIK,Não Cancelou,Female,0,Yes,Yes,33,Yes,No,Não Possui,No internet service,No internet service,No internet service,Sem Internet,No internet service,No internet service,1 Ano,No,Mailed check,20.1,579.4
1406-PUQVY,Não Cancelou,Male,0,No,Yes,1,Yes,No,DSL,No,Yes,No,Sem Suporte Técnico,No,No,Mensal,Yes,Electronic check,49.9,49.9
1407-DIGZV,Não Cancelou,Female,0,Yes,Yes,3,Yes,No,Não Possui,No internet service,No internet service,No internet service,Sem Internet,No internet service,No internet service,2 Anos,No,Mailed check,19.1,52.0
1409-PHXTF,Não Cancelou,Male,1,Yes,No,54,Yes,Yes,Fibra Óptica,No,Yes,Yes,Com Suporte Técnico,Yes,Yes,2 Anos,Yes,Electronic check,110.45,6077.75
1410-RSCMR,Não Cancelou,Male,0,Yes,Yes,7,Yes,No,DSL,Yes,No,Yes,Com Suporte Técnico,No,Yes,Mensal,Yes,Credit card (automatic),71.35,515.75
1414-YADCW,Não Cancelou,Male,0,Yes,No,70,Yes,No,Fibra Óptica,Yes,Yes,No,Com Suporte Técnico,No,No,2 Anos,No,Bank transfer (automatic),84.6,5706.2
1415-YFWLT,Cancelou,Female,1,No,No,1,Yes,No,Fibra Óptica,No,No,No,Sem Suporte Técnico,Yes,Yes,Mensal,Yes,Electronic check,89.3,89.3
1421-HCERK,Não Cancelou,Male,1,Yes,No,30,Yes,Yes,Fibra Óptica,Yes,Yes,Yes,Com Suporte Técnico,Yes,No,Mensal,Yes,Bank transfer (automatic),105.7,3181.8
1422-DGUBX,Não Cancelou,Male,0,Yes,No,32,Yes,Yes,Fibra Óptica,No,No,No,Com Suporte Técnico,No,No,1 Ano,Yes,Electronic check,79.25,2619.15
1423-BMPBQ,Não Cancelou,Female,0,Yes,Yes,1,Yes,No,Não Possui,No internet service,No internet service,No internet service,Sem Internet,No internet service,No internet service,Mensal,Yes,Mailed check,19.0,19.0
1427-VERSM,Não Cancelou,Female,0,Yes,No,56,Yes,No,Fibra Óptica,No,No,Yes,Com Suporte Técnico,Yes,Yes,Mensal,Yes,Electronic check,98.7,5669.5
1428-GTBJJ,Cancelou,Male,0,No,No,11,Yes,No,Fibra Óptica,No,Yes,No,Sem Suporte Técnico,No,No,Mensal,Yes,Electronic check,74.55,824.75
1428-IEDPR,Não Cancelou,Male,0,No,No,52,Yes,Yes,Fibra Óptica,Yes,No,Yes,Com Suporte Técnico,Yes,Yes,2 Anos,Yes,Electronic check,109.3,5731.4
1429-UYJSV,Não Cancelou,Female,0,No,No,12,Yes,No,Não Possui,No internet service,No internet service,No internet service,Sem Internet,No internet service,No internet service,1 Ano,No,Mailed check,19.7,260.9
1430-SFQSA,Não Cancelou,Male,0,No,No,29,No,No phone service,DSL,Yes,No,No,Com Suporte Técnico,No,No,1 Ano,No,Mailed check,35.6,1072.6
1431-AIDJQ,Não Cancelou,Male,0,Yes,Yes,33,Yes,No,DSL,No,Yes,Yes,Com Suporte Técnico,Yes,Yes,2 Anos,No,Credit card (automatic),82.1,2603.1
1431-CYWMH,Não Cancelou,Female,0,Yes,Yes,22,Yes,No,Não Possui,No internet service,No internet service,No internet service,Sem Internet,No internet service,No internet service,Mensal,No,Bank transfer (automatic),19.05,454.05
1432-FPAXX,Cancelou,Female,0,No,No,29,No,No phone service,DSL,No,Yes,No,Sem Suporte Técnico,No,No,Mensal,Yes,Electronic check,30.6,856.35
1436-ZMJAN,Não Cancelou,Female,0,Yes,No,10,Yes,No,DSL,No,No,Yes,Sem Suporte Técnico,Yes,Yes,Mensal,Yes,Credit card (automatic),67.8,653.15
1439-LCGVL,Não Cancelou,Female,0,Yes,No,26,Yes,No,Não Possui,No internet service,No internet service,No internet service,Sem Internet,No internet service,No internet service,1 Ano,No,Mailed check,19.2,459.6
1442-BQPVU,Não Cancelou,Female,0,No,No,13,No,No phone service,DSL,No,Yes,No,Sem Suporte Técnico,No,No,Mensal,No,Electronic check,29.15,357.15
1442-OKRJE,Não Cancelou,Male,0,Yes,Yes,66,Yes,No,Fibra Óptica,Yes,Yes,Yes,Sem Suporte Técnico,Yes,Yes,1 Ano,Yes,Bank transfer (automatic),103.15,7031.3
1444-VVSGW,Cancelou,Male,0,Yes,No,70,Yes,Yes,Fibra Óptica,Yes,Yes,Yes,Com Suporte Técnico,Yes,Yes,1 Ano,No,Credit card (automatic),115.65,7968.85
1447-GIQMR,Cancelou,Male,0,Yes,No,1,Yes,No,Fibra Óptica,No,No,No,Sem Suporte Técnico,No,No,Mensal,Yes,Electronic check,69.15,69.15
1447-PJGGA,Cancelou,Female,0,No,No,57,Yes,No,Fibra Óptica,No,No,Yes,Sem Suporte Técnico,Yes,Yes,2 Anos,Yes,Electronic check,95.25,5464.65
1448-CYWKC,Não Cancelou,Female,0,Yes,Yes,58,Yes,Yes,Fibra Óptica,No,Yes,Yes,Sem Suporte Técnico,Yes,Yes,1 Ano,Yes,Credit card (automatic),105.2,6225.4
1448-PWKYE,Cancelou,Male,0,Yes,Yes,1,Yes,No,Fibra Óptica,No,No,No,Sem Suporte Técnico,No,Yes,Mensal,No,Electronic check,80.0,80.0
1449-XQEMT,Cancelou,Male,0,No,No,3,Yes,No,Não Possui,No internet service,No internet service,No internet service,Sem Internet,No internet service,No internet service,Mensal,Yes,Mailed check,19.8,58.15
1450-GALXR,Cancelou,Female,0,No,No,10,Yes,Yes,Fibra Óptica,No,No,No,Com Suporte Técnico,Yes,Yes,Mensal,Yes,Electronic check,98.5,1058.25
1450-SKCVI,Cancelou,Female,0,No,No,56,Yes,No,Fibra Óptica,No,Yes,No,Sem Suporte Técnico,No,No,Mensal,Yes,Electronic check,73.85,4092.85
1452-KIOVK,Não Cancelou,Male,0,No,Yes,22,Yes,Yes,Fibra Óptica,No,Yes,No,Sem Suporte Técnico,Yes,No,Mensal,Yes,Credit card (automatic),89.1,1949.4
1452-UZOSF,Não Cancelou,Male,0,Yes,Yes,72,Yes,Yes,Fibra Óptica,Yes,Yes,Yes,Com Suporte Técnico,Yes,No,2 Anos,Yes,Credit card (automatic),106.1,7548.6
1452-VOQCH,Não Cancelou,Male,0,No,No,1,Yes,Yes,Fibra Óptica,No,No,No,Sem Suporte Técnico,No,No,Mensal,Yes,Electronic check,75.1,75.1
1452-XRSJV,Não Cancelou,Female,0,Yes,Yes,39,Yes,No,DSL,Yes,No,No,Sem Suporte Técnico,No,No,Mensal,No,Credit card (automatic),51.05,2066.0
1453-RZFON,Não Cancelou,Female,0,No,Yes,1,Yes,No,DSL,Yes,No,No,Sem Suporte Técnico,No,No,Mensal,No,Mailed check,49.9,49.9
1455-ESIQH,Cancelou,Male,0,No,No,1,Yes,No,Fibra Óptica,No,No,No,Sem Suporte Técnico,Yes,Yes,Mensal,Yes,Electronic check,89.1,89.1
1455-HFBXA,Não Cancelou,Male,0,Yes,No,52,Yes,Yes,Fibra Óptica,Yes,No,Yes,Com Suporte Técnico,No,No,2 Anos,Yes,Credit card (automatic),91.6,4627.8
1455-UGQVH,Cancelou,Male,0,Yes,No,10,Yes,Yes,Fibra Óptica,No,No,Yes,Sem Suporte Técnico,Yes,Yes,Mensal,Yes,Electronic check,98.5,1037.75
1456-TWCGB,Não Cancelou,Male,0,No,No,4,Yes,No,DSL,No,Yes,No,Sem Suporte Técnico,No,No,Mensal,No,Mailed check,49.25,208.45
1459-QNFQT,Não Cancelou,Male,0,Yes,Yes,70,No,No phone service,DSL,Yes,No,Yes,Com Suporte Técnico,Yes,Yes,2 Anos,No,Bank transfer (automatic),59.5,4144.8
1460-UZPRJ,Não Cancelou,Male,0,Yes,No,60,Yes,No,Não Possui,No internet service,No internet service,No internet service,Sem Internet,No internet service,No internet service,2 Anos,No,Mailed check,19.95,1258.15
1465-LNTLJ,Não Cancelou,Male,1,Yes,No,8,Yes,No,DSL,No,No,Yes,Com Suporte Técnico,No,Yes,Mensal,Yes,Credit card (automatic),64.4,581.7
